,predicted dendrite,real dendrite,ephys predicted creline,real creline,real e-type,ephys e-type predictions,real m-type,real me-type,ephys m-type predictions,ephys me-type predictions,specimen_id,morph me-type predictions,morph m-type predictions,morph e-type predictions,ephys and morph me-type predictions,ephys and morph m-type predictions,ephys and morph e-type predictions
961,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_5,Exc_1,,,Spiny_1,ME_Exc_7,580639899,,,,,,
962,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,601294900,,,,,,
963,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,Spiny_9,ME_Exc_13,Spiny_1,ME_Exc_7,479225052,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
964,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,329224678,,,,,,
965,aspiny,aspiny,Gad2-IRES-Cre,Htr3a-Cre_NO152,Inh_2,Exc_1,,,Aspiny_4,ME_Inh_7,482644550,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
966,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,483027960,,,,,,
967,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Inh_6,Spiny_5,ME_Exc_18,Spiny_1,ME_Exc_7,562424079,,,,,,
968,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,488430421,,,,,,
969,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,562651165,,,,,,
970,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,Spiny_6,ME_Exc_9,Spiny_1,ME_Exc_7,579981789,,,,,,
971,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_3,Inh_6,Aspiny_17,ME_Inh_20,Spiny_1,ME_Exc_7,324493977,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
972,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_4,Inh_6,,,Spiny_1,ME_Exc_7,518271679,,,,,,
973,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,527095729,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
974,aspiny,aspiny,Chrna2-Cre_OE25,Gad2-IRES-Cre,Inh_10,Exc_1,Aspiny_10,ME_Inh_11,Spiny_1,ME_Exc_7,397220859,,,,,,
975,spiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,555832536,,,,,,
976,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,508275137,,,,,,
977,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_1,Inh_6,Spiny_18,ME_Exc_4,Spiny_1,ME_Exc_7,522260194,,,,,,
978,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_3,Inh_6,Aspiny_13,ME_Inh_3,Spiny_1,ME_Exc_7,486108147,,,,,,
979,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,Inh_6,Exc_1,Aspiny_11,ME_Inh_25,Spiny_1,ME_Exc_7,560965993,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
980,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,396650742,,,,,,
981,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,320654829,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
982,aspiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_1,Inh_6,,,Spiny_1,ME_Exc_7,517343484,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
983,aspiny,sparsely spiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,570089080,,,,,,
984,spiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Inh_6,Exc_1,Aspiny_12,ME_Inh_24,Spiny_1,ME_Exc_7,586072188,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
985,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,318522838,,,,,,
986,aspiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,486514107,,,,,,
987,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,584587128,,,,,,
988,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_5,Exc_1,,,Spiny_1,ME_Exc_7,341016267,,,,,,
989,spiny,spiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,485161419,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
990,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_2,Exc_1,,,Spiny_15,ME_Exc_7,562527850,,,,,,
991,aspiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_5,Exc_1,,,Spiny_1,ME_Exc_7,486776965,,,,,,
992,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_13,Inh_6,,,Spiny_1,ME_Exc_7,559222019,,,,,,
993,spiny,spiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,589444632,,,,,,
994,aspiny,aspiny,Chrna2-Cre_OE25,Gad2-IRES-Cre,Inh_4,Inh_6,,,Spiny_1,ME_Exc_7,396939115,,,,,,
995,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_6,Exc_1,,,Spiny_1,ME_Exc_7,472517038,,,,,,
996,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,490916882,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
997,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,588705882,,,,,,
998,aspiny,aspiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_9,Exc_1,,,Spiny_1,ME_Exc_7,483111429,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
999,spiny,spiny,Chrna2-Cre_OE25,Nos1-CreERT2,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,566728192,,,,,,
1000,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,487323089,,,,,,
1001,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,564438523,,,,,,
1002,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_6,Inh_6,,,Spiny_1,ME_Exc_7,480266505,,,,,,
1003,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,580632959,,,,,,
1004,spiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,567399060,,,,,,
1005,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,599334696,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
1006,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,,,Spiny_15,ME_Exc_7,569794458,,,,,,
1007,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25|Pvalb-T2A-Dre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,580895033,,,,,,
1008,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,572609946,,,,,,
1009,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Inh_13,Inh_6,,,Spiny_1,ME_Exc_7,558675748,,,,,,
1010,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,475848827,,,,,,
1011,spiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,555241875,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1012,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Exc_3,Exc_1,Spiny_5,ME_Exc_17,Spiny_1,ME_Exc_7,566673170,,,,,,
1013,aspiny,sparsely spiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,565888394,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
1014,spiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,566648315,,,,,,
1015,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_10,Inh_6,,,Spiny_1,ME_Exc_7,569739534,,,,,,
1016,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,579282688,,,,,,
1017,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_7,Exc_1,,,Spiny_1,ME_Exc_7,476093220,,,,,,
1018,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,507100117,,,,,,
1019,aspiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,480640846,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1020,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_3,Inh_6,Spiny_4,ME_Exc_17,Spiny_1,ME_Exc_7,313861934,,,,,,
1021,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,476269122,,,,,,
1022,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,562999984,,,,,,
1023,aspiny,aspiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,584670484,,,,,,
1024,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,482435718,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1025,spiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_6,Inh_6,,,Spiny_1,ME_Exc_7,488681087,,,,,,
1026,aspiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,564408650,,,,,,
1027,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_8,Inh_6,Aspiny_12,ME_Inh_9,Spiny_1,ME_Exc_7,483109334,,,,,,
1028,spiny,spiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Exc_3,Exc_1,Spiny_4,ME_Exc_17,Spiny_1,ME_Exc_7,579662784,,,,,,
1029,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_3,Inh_6,Aspiny_10,ME_Inh_1,Spiny_1,ME_Exc_7,565778331,,,,,,
1030,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_6,Inh_5,Aspiny_2,ME_Inh_24,Spiny_15,ME_Inh_24,573105010,,,,,,
1031,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_1,Exc_1,,,Spiny_1,ME_Exc_7,504605677,,,,,,
1032,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_13,Inh_6,,,Spiny_1,ME_Exc_7,480268803,,,,,,
1033,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,487659462,,,,,,
1034,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_15,ME_Exc_7,327644217,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
1035,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,488430487,,,,,,
1036,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,475894121,,,,,,
1037,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_7,Exc_1,,,Spiny_1,ME_Exc_7,469801569,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1038,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_3,Exc_1,Aspiny_16,ME_Inh_3,Spiny_1,ME_Exc_7,488471111,,,,,,
1039,spiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,575012511,,,,,,
1040,spiny,spiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,584271064,,,,,,
1041,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,487359276,,,,,,
1042,spiny,spiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Inh_6,Spiny_17,ME_Exc_6,Spiny_1,ME_Exc_7,574269602,,,,,,
1043,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-T2A-CreERT2,,Exc_1,,,Spiny_1,ME_Exc_7,603502705,,,,,,
1044,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_7,Inh_6,,,Spiny_1,ME_Exc_7,485579168,,,,,,
1045,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_13,Inh_6,,,Spiny_1,ME_Exc_7,502260112,,,,,,
1046,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,502597328,,,,,,
1047,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_4,Exc_1,Aspiny_3,ME_Inh_22,Spiny_1,ME_Exc_7,516086402,,,,,,
1048,spiny,spiny,Chrna2-Cre_OE25,Glt25d2-Cre_NF107,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,573082177,,,,,,
1049,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,516880237,,,,,,
1050,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_2,Inh_6,Aspiny_14,ME_Inh_4,Spiny_1,ME_Exc_7,476562817,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
1051,aspiny,aspiny,Gad2-IRES-Cre,Rorb-IRES2-Cre,Exc_3,Exc_1,Spiny_5,ME_Exc_18,Aspiny_4,ME_Inh_7,488504814,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1052,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,489753277,,,,,,
1053,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,490259892,,,,,,
1054,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Inh_6,Spiny_6,ME_Exc_9,Spiny_1,ME_Exc_7,569252686,,,,,,
1055,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_4,Inh_6,,,Spiny_1,ME_Exc_7,480183339,,,,,,
1056,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,518623704,,,,,,
1057,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_4,Exc_1,Spiny_14,ME_Exc_1,Spiny_1,ME_Exc_7,591639922,,,,,,
1058,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,325480372,,,,,,
1059,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,,Inh_6,,,Spiny_1,ME_Exc_7,486235288,,,,,,
1060,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,482516216,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1061,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,513803975,,,,,,
1062,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Exc_3,Inh_6,Spiny_17,ME_Exc_6,Spiny_1,ME_Exc_7,516916566,,,,,,
1063,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,571867358,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1064,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,485836906,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1065,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,527874431,,,,,,
1066,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_8,Inh_6,,,Spiny_1,ME_Exc_7,329550277,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1067,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_10,Exc_1,Aspiny_7,ME_Inh_14,Spiny_1,ME_Exc_7,579672464,,,,,,
1068,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_4,Inh_5,,,Spiny_1,ME_Exc_7,524693113,,,,,,
1069,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,348592897,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
1070,spiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,567006813,,,,,,
1071,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_11,Exc_1,Aspiny_19,ME_Inh_6,Spiny_1,ME_Exc_7,563380422,,,,,,
1072,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,579626068,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
1073,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_1,Inh_5,,,Spiny_15,ME_Inh_24,562676370,,,,,,
1074,spiny,spiny,Chrna2-Cre_OE25,Glt25d2-Cre_NF107,Inh_3,Inh_6,Aspiny_13,ME_Inh_3,Spiny_1,ME_Exc_7,572609348,,,,,,
1075,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,484770879,,,,,,
1076,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_5,Inh_5,,,Spiny_7,ME_Exc_14,487099387,ME_Exc_13,Spiny_14,Inh_2,ME_Exc_13,Spiny_14,Inh_2
1077,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,Spiny_8,ME_Exc_13,Spiny_1,ME_Exc_7,591627904,,,,,,
1078,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,573699831,,,,,,
1079,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,569997187,,,,,,
1080,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,Spiny_9,ME_Exc_13,Spiny_1,ME_Exc_7,480087928,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1081,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,563028422,,,,,,
1082,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Inh_6,Spiny_17,ME_Exc_6,Spiny_1,ME_Exc_7,562185938,,,,,,
1083,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_4,Inh_6,,,Spiny_1,ME_Exc_7,475330208,,,,,,
1084,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,570428636,,,,,,
1085,aspiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_1,Exc_1,,,Spiny_15,ME_Exc_7,556524816,,,,,,
1086,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_4,Exc_1,,,Spiny_15,ME_Exc_7,569295876,,,,,,
1087,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Inh_5,Spiny_16,ME_Exc_5,Spiny_15,ME_Exc_7,583104750,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
1088,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,397354239,,,,,,
1089,aspiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,476615310,,,,,,
1090,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,Spiny_2,,Spiny_1,ME_Exc_7,480273887,,,,,,
1091,aspiny,aspiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,565871768,,,,,,
1092,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-T2A-FlpO|Vipr2-IRES2-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,614777438,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1093,aspiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,510699928,,,,,,
1094,spiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_12,Exc_1,Aspiny_11,ME_Inh_9,Spiny_1,ME_Exc_7,586070286,,,,,,
1095,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,502873181,,,,,,
1096,spiny,spiny,Chrna2-Cre_OE25,Nos1-CreERT2,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,566720165,,,,,,
1097,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Inh_11,Inh_6,,,Spiny_1,ME_Exc_7,531342116,,,,,,
1098,aspiny,aspiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,565462089,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
1099,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_9,Exc_1,,,Spiny_1,ME_Exc_7,571715883,,,,,,
1100,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,Spiny_8,ME_Exc_13,Spiny_1,ME_Exc_7,473943881,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1101,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,539014038,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1102,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,586072464,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1103,aspiny,sparsely spiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_3,Inh_5,,,Spiny_15,ME_Inh_24,476754635,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1104,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,Spiny_4,ME_Exc_13,Spiny_1,ME_Exc_7,481127932,,,,,,
1105,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,320836481,,,,,,
1106,aspiny,aspiny,Esr2-IRES2-Cre,Pvalb-IRES-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,469992918,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1107,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_13,Exc_1,Aspiny_5,ME_Inh_21,Spiny_1,ME_Exc_7,560686477,,,,,,
1108,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_2,Exc_1,,,Spiny_1,ME_Exc_7,468120757,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1109,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,565778579,,,,,,
